mis_programas//TP_Final/out/TP_Final.elf:1a000300 0000000c t fsmEncoderError
mis_programas//TP_Final/out/TP_Final.elf:1a00030c 0000000c t fsmButtonError
mis_programas//TP_Final/out/TP_Final.elf:10000040 00000001 b contFalling
mis_programas//TP_Final/out/TP_Final.elf:10000041 00000001 b contRising
mis_programas//TP_Final/out/TP_Final.elf:10000042 00000001 b flagFalling
mis_programas//TP_Final/out/TP_Final.elf:10000043 00000001 b flagRising
mis_programas//TP_Final/out/TP_Final.elf:10000044 00000001 b fsmButtonState
mis_programas//TP_Final/out/TP_Final.elf:10000045 00000001 b fsmEncoderState
mis_programas//TP_Final/out/TP_Final.elf:10000046 00000001 b in_A
mis_programas//TP_Final/out/TP_Final.elf:10000047 00000001 b left_flag
mis_programas//TP_Final/out/TP_Final.elf:10000048 00000001 b pressed.13532
mis_programas//TP_Final/out/TP_Final.elf:10000049 00000001 b right_flag
mis_programas//TP_Final/out/TP_Final.elf:10000000 00000001 d pul_Encoder.13519
mis_programas//TP_Final/out/TP_Final.elf:1a000908 00000044 t Board_LED_Init
mis_programas//TP_Final/out/TP_Final.elf:1a00094c 00000040 t Board_TEC_Init
mis_programas//TP_Final/out/TP_Final.elf:1a00098c 00000040 t Board_GPIO_Init
mis_programas//TP_Final/out/TP_Final.elf:1a0009cc 00000030 t Board_ADC_Init
mis_programas//TP_Final/out/TP_Final.elf:1a0009fc 00000038 t Board_SPI_Init
mis_programas//TP_Final/out/TP_Final.elf:1a000a34 00000024 t Board_I2C_Init
mis_programas//TP_Final/out/TP_Final.elf:1a002164 00000008 t GpioButtons
mis_programas//TP_Final/out/TP_Final.elf:1a00216c 0000000c t GpioLeds
mis_programas//TP_Final/out/TP_Final.elf:1a002178 00000012 t GpioPorts
mis_programas//TP_Final/out/TP_Final.elf:1a002190 00000004 t InitClkStates
mis_programas//TP_Final/out/TP_Final.elf:1a002194 00000074 t pinmuxing
mis_programas//TP_Final/out/TP_Final.elf:1a000b60 0000002c t Chip_UART_GetIndex
mis_programas//TP_Final/out/TP_Final.elf:1a002208 00000008 t UART_BClock
mis_programas//TP_Final/out/TP_Final.elf:1a002210 00000008 t UART_PClock
mis_programas//TP_Final/out/TP_Final.elf:1a000cc8 00000014 t Chip_ADC_GetClockIndex
mis_programas//TP_Final/out/TP_Final.elf:1a000cdc 00000032 t getClkDiv
mis_programas//TP_Final/out/TP_Final.elf:1a000d90 000000a4 t pll_calc_divs
mis_programas//TP_Final/out/TP_Final.elf:1a000e34 0000010c t pll_get_frac
mis_programas//TP_Final/out/TP_Final.elf:1a000f40 0000004c t Chip_Clock_FindBaseClock
mis_programas//TP_Final/out/TP_Final.elf:1a0011b4 00000022 t Chip_Clock_GetDivRate
mis_programas//TP_Final/out/TP_Final.elf:1000004c 00000008 b audio_usb_pll_freq
mis_programas//TP_Final/out/TP_Final.elf:1a002224 0000006c t periph_to_base
mis_programas//TP_Final/out/TP_Final.elf:1a002290 00000048 t InitClkStates
mis_programas//TP_Final/out/TP_Final.elf:10000004 00000038 d i2c
mis_programas//TP_Final/out/TP_Final.elf:1a001508 00000014 t Chip_SSP_GetClockIndex
mis_programas//TP_Final/out/TP_Final.elf:1a00151c 00000018 t Chip_SSP_GetPeriphClockIndex
mis_programas//TP_Final/out/TP_Final.elf:1000003c 00000004 d ClockSpeed
mis_programas//TP_Final/out/TP_Final.elf:10000054 00000004 b callBackFuncParams
mis_programas//TP_Final/out/TP_Final.elf:10000058 00000008 b tickCounter
mis_programas//TP_Final/out/TP_Final.elf:10000060 00000004 b tickHookFunction
mis_programas//TP_Final/out/TP_Final.elf:1a0016e4 00000034 t gpioObtainPinInit
mis_programas//TP_Final/out/TP_Final.elf:10000064 00000004 b g_hUsb
